11 6
6 7
7 8
8 8
8 8
6 0
# 6 F
-14.544	-5.489477872
-9.6139	-1.584160105
-6.3399	-0.336032333
-5.4662	-0.440041025
-6.7931	-1.496600419
-9.288	-3.483166945
#6 Ne	--
-16.5621 -4.57173541
-6.0372	-0.710110243
-2.9397	0.30677121
-1.08014 0.445397107
-2.3228	-0.760869431
-4.547	-2.060423536
#7 Na	--
-20.518	-4.299157157
-12.992	-0.860477667
-7.301	1.015357483
-5.9157	0.898358914
-5.9157	0.297701708
-7.301	-1.134291281
-12.992	-3.985131477
#7 Mg	--
-18.699	-3.380218975
-7.72	0.435334542
-4.547	1.502286906
-2.32286 1.818563672
-1.08014 0.883788201
-2.9397	-0.214196199
-6.0372	-2.59655355
#8 Al	--
-22.32	-3.691683381
-14.77	0.008721854
-9.288	2.234398325
-6.7931	2.326438329
-5.466	1.946725531
-6.3399	0.506648913
-9.6139	-0.420147367
-14.544	-5.146455017
#8 Si	--
-20.59	-2.769074903
-10.261	1.344557886
-5.5925	2.689413614
-2.591 3.351791078
0.0404 2.500281187
1.195	1.420234329
1.5599	-0.229929021
-6.5554	-4.275147273
#8 P	--
-28.51	-2.94656123
-19.347	0.274156006
-12.364 2.907113059
-7.257	3.372003696
-3.038	3.141149067
0.755	2.001685385
-1.697	0.996922804
-8.7 -2.453059206
#8 S	--
-29.57	-2.734137536
-18.708	1.165700681
-10.8	3.078869113
-3.6329	4.034572265
2.13487	3.747274534
3.84768	3.078114703
3.205	1.63440951
-7.48	-1.027781108
#8 Cl	--
-39.8	-4.520829038
-28.209	0.331172504
-18.342	3.177567879
-10.7314 3.982301956
-5.2993	4.113973318
-2.56104 3.347649618
-5.9418	3.058988723
-8.55 -0.987867295
#6 Ar	--
-27.119	0.817261244
-17.8215 3.064453908
-9.1538	4.315083224
-3.057	4.342768261
0.0	5.356977943
4.4344	1.109110324


  a=  0.1796         0         0         0
     b        d_msq      d_max     rel_d
    0.1796         0         0         0
   -0.5804    1.4551    2.2970    0.8045
   -0.2227    1.0163    1.3744    2.0688
    0.7188    1.4604    2.3706    3.6141
    0.8906    1.3959    2.4028   19.3227
    1.7217    2.0939    4.2560   83.1036
    1.4648    2.3784    4.5626   15.8751
    2.7112    1.9888    3.6018    4.9251
    2.9917    1.7283    2.6760    4.1650
    4.2442    1.9355    3.6965    2.3450
    4.7456    2.2233    4.4329    7.5387

